PMID,Title,Abstract,Keywords,Year,Journal
39547139,Pulmonary delivery of dual-targeted nanoparticles improves tumor accumulation and cancer cell targeting by restricting macrophage interception in orthotopic lung tumors.,"Despite the recognized potential of inhaled nanomedicines to enhance and sustain local drug concentrations for lung cancer treatment, the influence of macrophage uptake on targeted nanoparticle delivery to and within tumors remains unclear. Here, we developed three ligand-coated nanoparticles for pulmonary delivery in lung cancer therapy: phenylboronic acid-modified nanoparticles (PBA-NPs), PBA combined with folic acid (FA-PBA-NPs), and PBA with mannose (MAN-PBA-NPs). In vitro, MAN-PBA-NPs were preferentially internalized by macrophages, whereas FA-PBA-NPs exhibited superior uptake by cancer cells compared to macrophages. Following intratracheal instillation into mice with orthotopic Lewis lung carcinoma tumors, all three nanoparticles showed similar lung retention. However, MAN-PBA-NPs were more prone to interception by lung macrophages, which limited their accumulation in tumor tissues. In contrast, both PBA-NPs and FA-PBA-NPs achieved comparable high tumor accumulation (�?1.3% of the dose). Furthermore, FA-PBA-NPs were internalized by �?0% of cancer cells, significantly more than the 10-18% seen with PBA-NPs or MAN-PBA-NPs. Additionally, FA-PBA-NPs loaded with icaritin effectively inhibited the Wnt/β-catenin pathway, resulting in superior anti-tumor efficacy through targeted cancer cell delivery. Overall, FA-PBA-NPs demonstrated advantageous competitive uptake kinetics by cancer cells compared to macrophages, enhancing tumor targeting and therapeutic outcomes.","Animals, Nanoparticles, Lung Neoplasms, Humans, Folic Acid, Macrophages, Mice, Mice, Inbred C57BL, Cell Line, Tumor, Boronic Acids, Drug Delivery Systems, Mannose, RAW 264.7 Cells, Carcinoma, Lewis Lung, Lung",2025,Biomaterials
36145722,A Review of Non-Invasive Drug Delivery through Respiratory Routes.,"With rapid and non-invasive characteristics, the respiratory route of administration has drawn significant attention compared with the limitations of conventional routes. Respiratory delivery can bypass the physiological barrier to achieve local and systemic disease treatment. A scientometric analysis and review were used to analyze how respiratory delivery can contribute to local and systemic therapy. The literature data obtained from the Web of Science Core Collection database showed an increasing worldwide tendency toward respiratory delivery from 1998 to 2020. Keywords analysis suggested that nasal and pulmonary drug delivery are the leading research topics in respiratory delivery. Based on the results of scientometric analysis, the research hotspots mainly included therapy for central nervous systems (CNS) disorders (Parkinson's disease, Alzheimer's disease, depression, glioblastoma, and epilepsy), tracheal and bronchial or lung diseases (chronic obstructive pulmonary disease, asthma, acute lung injury or respiratory distress syndrome, lung cancer, and idiopathic pulmonary fibrosis), and systemic diseases (diabetes and COVID-19). The study of advanced preparations contained nano drug delivery systems of the respiratory route, drug delivery barriers investigation (blood-brain barrier, BBB), and chitosan-based biomaterials for respiratory delivery. These results provided researchers with future research directions related to respiratory delivery.",,2022,Pharmaceutics
39309489,Recent advances to address challenges in extracellular vesicle-based applications for lung cancer.,"Lung cancer, highly prevalent and the leading cause of cancer-related death globally, persists as a significant challenge due to the lack of definitive tumor markers for early diagnosis and personalized therapeutic interventions. Recently, extracellular vesicles (EVs), functioning as natural carriers for intercellular communication, have received increasing attention due to their ability to traverse biological barriers and deliver diverse biological cargoes, including cytosolic proteins, cell surface proteins, microRNA, lncRNA, circRNA, DNA, and lipids. EVs are increasingly recognized as a valuable resource for non-invasive liquid biopsy, as well as drug delivery platforms, and anticancer vaccines for precision medicine in lung cancer. Herein, given the diagnostic and therapeutic potential of tumor-associated EVs for lung cancer, we discuss this topic from a translational standpoint. We delve into the specific roles that EVs play in lung cancer carcinogenesis and offer a particular perspective on how advanced engineering technologies can overcome the current challenges and expedite and/or enhance the translation of EVs from laboratory research to clinical settings.",,2024,Acta pharmaceutica Sinica. B
36153528,Emerging nanotechnology-based therapeutics to combat multidrug-resistant cancer.,"Cancer often develops multidrug resistance (MDR) when cancer cells become resistant to numerous structurally and functionally different chemotherapeutic agents. MDR is considered one of the principal reasons for the failure of many forms of clinical chemotherapy. Several factors are involved in the development of MDR including increased expression of efflux transporters, the tumor microenvironment, changes in molecular targets and the activity of cancer stem cells. Recently, researchers have designed and developed a number of small molecule inhibitors and derivatives of natural compounds to overcome various mechanisms of clinical MDR. Unfortunately, most of the chemosensitizing approaches have failed in clinical trials due to non-specific interactions and adverse side effects at pharmacologically effective concentrations. Nanomedicine approaches provide an efficient drug delivery platform to overcome the limitations of conventional chemotherapy and improve therapeutic effectiveness. Multifunctional nanomaterials have been found to facilitate drug delivery by improving bioavailability and pharmacokinetics, enhancing the therapeutic efficacy of chemotherapeutic drugs to overcome MDR. In this review article, we discuss the major factors contributing to MDR and the limitations of existing chemotherapy- and nanocarrier-based drug delivery systems to overcome clinical MDR mechanisms. We critically review recent nanotechnology-based approaches to combat tumor heterogeneity, drug efflux mechanisms, DNA repair and apoptotic machineries to overcome clinical MDR. Recent successful therapies of this nature include liposomal nanoformulations, cRGDY-PEG-Cy5.5-Carbon dots and Cds/ZnS core-shell quantum dots that have been employed for the effective treatment of various cancer sub-types including small cell lung, head and neck and breast cancers.","Antineoplastic Agents, Carbon, Drug Resistance, Multiple, Drug Resistance, Neoplasm, Humans, Nanotechnology, Neoplasms, Tumor Microenvironment",2022,Journal of nanobiotechnology
38306647,Efferocytosis-Inspired Biomimetic Nanoplatform for Targeted Acute Lung Injury Therapy.,"Acute lung injury (ALI) is a serious inflammatory disease that causes impairment of pulmonary function. Phenotypic modulation of macrophage in the lung using fibroblast growth factor 21 (FGF21) may be a potential strategy to alleviate lung inflammation. Consequently, achieving specific delivery of FGF21 to the inflamed lung and subsequent efficient FGF21 internalization by macrophages within the lung becomes critical for effective ALI treatment. Here, an apoptotic cell membrane-coated zirconium-based metal-organic framework UiO-66 is reported for precise pulmonary delivery of FGF21 (ACM@U-FGF21) whose design is inspired by the process of efferocytosis. ACM@U-FGF21 with apoptotic signals is recognized and internalized by phagocytes in the blood and macrophages in the lung, and then the intracellular ACM@U-FGF21 can inhibit the excessive secretion of pro-inflammatory cytokines by these cells to relieve the inflammation. Utilizing the homologous targeting properties inherited from the source cells and the spontaneous recruitment of immune cells to inflammatory sites, ACM@U-FGF21 can accumulate preferentially in the lung after injection. The results prove that ACM@U-FGF21 effectively reduces inflammatory damage to the lung by modulating lung macrophage polarization and suppressing the excessive secretion of pro-inflammatory cytokines by activated immune cells. This study demonstrates the usefulness of efferocytosis-inspired ACM@U-FGF21 in the treatment of ALI.","Acute Lung Injury, Animals, Mice, Fibroblast Growth Factors, Biomimetic Materials, Phagocytosis, Macrophages, Apoptosis, Metal-Organic Frameworks, Mice, Inbred C57BL, Male, Zirconium, Cytokines, Lung, RAW 264.7 Cells, Humans, Nanoparticles",2024,Advanced healthcare materials
31033359,Codelivery of DOX and siRNA by folate-biotin-quaternized starch nanoparticles for promoting synergistic suppression of human lung cancer cells.,"In this paper, the self-assembled folate-biotin-quaternized starch nanoparticles (FBqS NPs) were used as carrier system of doxorubicin (DOX) and siRNA<sup>IGF1R</sup> for the codelivery of both into human lung adenocarcinoma cell lines (A549 cells) in vitro. The cytotoxicity, targeted ligand competition, cell proliferation inhibition, cellular uptake, endocytosis mechanism and target protein suppression of drug-loaded FBqS NPs were evaluated in detail. Compared with several other drug formulations under same condition, siRNA<sup>IGF1R</sup>/DOX/FBqS NPs exhibited the greatest cytotoxicity to A549 cells and the cytotoxicity was competitively inhibited by free folate in dose-dependent manner. The A549 cells treated by siRNA<sup>IGF1R</sup>/DOX/FBqS NPs showed the lowest cell proliferation capacity. The energy-dependent clathrin- and caveolae-mediated endocytosis might be the primary cellular uptake mechanism of drug-loaded FBqS NPs. The expression of IGF1R protein in A549 cells treated by siRNA<sup>IGF1R</sup>/FBqS NPs declined dramatically. So the FBqS NPs were expected as the co-carrier system of chemotherapeutants and siRNAs for future clinical application.","A549 Cells, Antineoplastic Agents, Biotin, Cell Survival, Doxorubicin, Drug Carriers, Drug Synergism, Endocytosis, Folic Acid, Humans, Lung Neoplasms, Nanoparticles, Particle Size, RNA, Small Interfering, Starch",2019,Drug delivery
36895553,Self-assembled nanoparticles: A new platform for revolutionizing therapeutic cancer vaccines.,"Cancer vaccines have had some success in the past decade. Based on in-depth analysis of tumor antigen genomics, many therapeutic vaccines have already entered clinical trials for multiple cancers, including melanoma, lung cancer, and head and neck squamous cell carcinoma, which have demonstrated impressive tumor immunogenicity and antitumor activity. Recently, vaccines based on self-assembled nanoparticles are being actively developed as cancer treatment, and their feasibility has been confirmed in both mice and humans. In this review, we summarize recent therapeutic cancer vaccines based on self-assembled nanoparticles. We describe the basic ingredients for self-assembled nanoparticles, and how they enhance vaccine immunogenicity. We also discuss the novel design method for self-assembled nanoparticles that pose as a promising delivery platform for cancer vaccines, and the potential in combination with multiple therapeutic approaches.","Humans, Animals, Mice, Cancer Vaccines, Nanoparticles, Melanoma, Lung Neoplasms, Antigens, Neoplasm",2023,Frontiers in immunology
33049807,A review on chitosan and its development as pulmonary particulate anti-infective and anti-cancer drug carriers.,"Chitosan, as a biodegradable and biocompatible polymer, is characterized by anti-microbial and anti-cancer properties. It lately has received a widespread interest for use as the pulmonary particulate backbone materials of drug carrier for the treatment of infectious disease and cancer. The success of chitosan as pulmonary particulate drug carrier is a critical interplay of their mucoadhesive, permeation enhancement and site/cell-specific attributes. In the case of nanocarriers, various microencapsulation and micro-nano blending systems have been devised to equip them with an appropriate aerodynamic character to enable efficient pulmonary aerosolization and inhalation. The late COVID-19 infection is met with acute respiratory distress syndrome and cancer. Chitosan and its derivatives are found useful in combating HCoV and cancer as a function of their molecular weight, substituent type and its degree of substitution. The interest in chitosan is expected to rise in the next decade from the perspectives of drug delivery in combination with its therapeutic performance.","Anti-Infective Agents, Antineoplastic Agents, Betacoronavirus, Biocompatible Materials, COVID-19, Cell Survival, Chitosan, Coronavirus Infections, Drug Carriers, Humans, Lung Neoplasms, Pandemics, Pneumonia, Viral, SARS-CoV-2",2020,Carbohydrate polymers
35804252,Particle Design and Inhalation Delivery of Iodine for Upper Respiratory Tract Infection Therapy.,"Diseases caused by upper respiratory tract (URT) and pulmonary infections have been a serious threat to human health for millennia and lack of targeted effective therapeutic techniques. In this study, two kinds of cyclodextrin particles with typical particle shapes of nanocubes and microbars were synthesized through a facile process. Subsequently, the particles were used as carriers for loading and stabilizing iodine and characterizations were performed to demonstrate the loading mechanism. Next-generation impactor (NGI) experiments showed that iodine-loaded microbars (I<sub>2</sub>@microbars) had a deposition rate of 79.75% in URT, while iodine-loaded nanocubes (I<sub>2</sub>@nanocubes) were delivered to the deep lungs with a fine particle fraction (FPF) of 46.30%. Minimal inhibitory concentration (MIC) and minimal bactericidal concentration (MBC) indicated that the iodine-loaded nanocubes and microbars had similar bactericidal effect to povidone iodine solution. Cell viability studies and extracellular pro-inflammatory factor (TNF-α, IL-1β, IL-6) evaluations demonstrate noncytotoxic effects of the blank carriers and anti-inflammatory effects of iodine-loaded samples. The irritation of the rat pharynx by I<sub>2</sub>@microbars was evaluated for the behavioral observations, body weight changes, histopathological studies, and TNF-α, IL-1β, and IL-6 levels in pharyngeal tissues. The results showed that I<sub>2</sub>@microbars had no irritation to rat pharyngeal tissues at therapeutic doses. In conclusion, the present study provides novel treatment of URT infections via supramolecular cyclodextrin carriers for URT local therapy with iodine loading by a solvent-free method, which enhances the stability and reduces the inherent irritation without inhibiting their antimicrobial effects. Two kinds of cyclodextrin particles with typical shapes of microbars and nanocubes were synthesized by a facile process. Subsequently, iodine was successfully loaded into the particles by gas-solid interaction. The iodine-loaded microbars showed air dynamics characteristics for inhalation delivery to the upper respiratory tract with little alveolar deposition in the lungs.","Administration, Inhalation, Animals, Cyclodextrins, Interleukin-6, Iodine, Particle Size, Pneumonia, Rats, Tumor Necrosis Factor-alpha",2022,AAPS PharmSciTech
36386221,Pharmacologic therapies of ARDS: From natural herb to nanomedicine.,"Acute respiratory distress syndrome (ARDS) is a common critical illness in respiratory care units with a huge public health burden. Despite tremendous advances in the prevention and treatment of ARDS, it remains the main cause of intensive care unit (ICU) management, and the mortality rate of ARDS remains unacceptably high. The poor performance of ARDS is closely related to its heterogeneous clinical syndrome caused by complicated pathophysiology. Based on the different pathophysiology phases, drugs, protective mechanical ventilation, conservative fluid therapy, and other treatment have been developed to serve as the ARDS therapeutic methods. In recent years, there has been a rapid development in nanomedicine, in which nanoparticles as drug delivery vehicles have been extensively studied in the treatment of ARDS. This study provides an overview of pharmacologic therapies for ARDS, including conventional drugs, natural medicine therapy, and nanomedicine. Particularly, we discuss the unique mechanism and strength of nanomedicine which may provide great promises in treating ARDS in the future.",,2022,Frontiers in pharmacology
38849841,NIR triggered polydopamine coated cerium dioxide nanozyme for ameliorating acute lung injury via enhanced ROS scavenging.,"Acute lung injury (ALI) is a life threatening disease in critically ill patients, and characterized by excessive reactive oxygen species (ROS) and inflammatory factors levels in the lung. Multiple evidences suggest that nanozyme with diversified catalytic capabilities plays a vital role in this fatal lung injury. At present, we developed a novel class of polydopamine (PDA) coated cerium dioxide (CeO<sub>2</sub>) nanozyme (Ce@P) that acts as the potent ROS scavenger for scavenging intracellular ROS and suppressing inflammatory responses against ALI. Herein, we aimed to identify that Ce@P combining with NIR irradiation could further strengthen its ROS scavenging capacity. Specifically, NIR triggered Ce@P exhibited the most potent antioxidant and anti-inflammatory behaviors in lipopolysaccharide (LPS) induced macrophages through decreasing the intracellular ROS levels, down-regulating the levels of TNF-α, IL-1β and IL-6, up-regulating the level of antioxidant cytokine (SOD-2), inducing M2 directional polarization (CD206 up-regulation), and increasing the expression level of HSP70. Besides, we performed intravenous (IV) injection of Ce@P in LPS induced ALI rat model, and found that it significantly accumulated in the lung tissue for 6 h after injection. It was also observed that Ce@P�? NIR presented the superior behaviors of decreasing lung inflammation, alleviating diffuse alveolar damage, as well as promoting lung tissue repair. All in all, it has developed the strategy of using Ce@P combining with NIR irradiation for the synergistic enhanced treatment of ALI, which can serve as a promising therapeutic strategy for the clinical treatment of ROS derived diseases as well.","Cerium, Animals, Acute Lung Injury, Polymers, Indoles, Reactive Oxygen Species, Rats, Mice, Male, RAW 264.7 Cells, Lung, Antioxidants, Rats, Sprague-Dawley, Lipopolysaccharides, Anti-Inflammatory Agents, Infrared Rays, Free Radical Scavengers, Nanoparticles, Macrophages, Cytokines",2024,Journal of nanobiotechnology
35869032,"Nanomedicine Strategies for Heating ""Cold"" Ovarian Cancer (OC): Next Evolution in Immunotherapy of OC.","Immunotherapy has revolutionized cancer treatment, dramatically improving survival rates of melanoma and lung cancer patients. Nevertheless, immunotherapy is almost ineffective against ovarian cancer (OC) due to its cold tumor immune microenvironment (TIM). Many traditional medications aimed at remodeling TIM are often associated with severe systemic toxicity, require frequent dosing, and show only modest clinical efficacy. In recent years, emerging nanomedicines have demonstrated extraordinary immunotherapeutic effects for OC by reversing the TIM because the physical and biochemical features of nanomedicines can all be harnessed to obtain optimal and expected tissue distribution and cellular uptake. However, nanomedicines are far from being widely explored in the field of OC immunotherapy due to the lack of appreciation for the professional barriers of nanomedicine and pathology, limiting the horizons of biomedical researchers and materials scientists. Herein, a typical cold tumor-OC is adopted as a paradigm to introduce the classification of TIM, the TIM characteristics of OC, and the advantages of nanomedicines for immunotherapy. Subsequently, current nanomedicines are comprehensively summarized through five general strategies to substantially enhance the efficacy of immunotherapy by heating the cold OC. Finally, the challenges and perspectives of this expanding field for improved development of clinical applications are also discussed.","Carcinoma, Ovarian Epithelial, Female, Heating, Humans, Immunologic Factors, Immunotherapy, Nanomedicine, Ovarian Neoplasms, Tumor Microenvironment",2022,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)"
33854314,Design and Characterization of Spray-Dried Proliposomes for the Pulmonary Delivery of Curcumin.,"The goal was to directly deliver curcumin, a natural polyphenolic anticancer and anti-inflammatory compound, to the lung tissues with minimal systemic exposure through the fabrication of proliposomes, overcoming its poor aqueous solubility and oral bioavailability.","A549 Cells, Animals, Biological Availability, Calorimetry, Differential Scanning, Cell Death, Curcumin, Drug Delivery Systems, Drug Liberation, Humans, Liposomes, Lung, Male, Particle Size, Poloxamer, Powders, Rats, Solubility, Spectroscopy, Fourier Transform Infrared, Spray Drying, Static Electricity",2021,International journal of nanomedicine
30458822,"Inhaled nanomaterials and the respiratory microbiome: clinical, immunological and toxicological perspectives.","Our development and usage of engineered nanomaterials has grown exponentially despite concerns about their unfavourable cardiorespiratory consequence, one that parallels ambient ultrafine particle exposure from vehicle emissions. Most research in the field has so far focused on airway inflammation in response to nanoparticle inhalation, however, little is known about nanoparticle-microbiome interaction in the human airway and the environment. Emerging evidence illustrates that the airway, even in its healthy state, is not sterile. The resident human airway microbiome is further altered in chronic inflammatory respiratory disease however little is known about the impact of nanoparticle inhalation on this airway microbiome. The composition of the airway microbiome, which is involved in the development and progression of respiratory disease is dynamic, adding further complexity to understanding microbiota-host interaction in the lung, particularly in the context of nanoparticle exposure. This article reviews the size-dependent properties of nanomaterials, their body deposition after inhalation and factors that influence their fate. We evaluate what is currently known about nanoparticle-microbiome interactions in the human airway and summarise the known clinical, immunological and toxicological consequences of this relationship. While associations between inhaled ambient ultrafine particles and host immune-inflammatory response are known, the airway and environmental microbiomes likely act as intermediaries and facilitate individual susceptibility to inhaled nanoparticles and toxicants. Characterising the precise interaction between the environment and airway microbiomes, inhaled nanoparticles and the host immune system is therefore critical and will provide insight into mechanisms promoting nanoparticle induced airway damage.","Humans, Immune System, Inhalation Exposure, Microbiota, Nanostructures, Particle Size, Respiratory System, Tissue Distribution",2018,Particle and fibre toxicology
39800241,The (re)emergence of aerosol delivery: Treatment of pulmonary diseases and its clinical challenges.,"Aerosol delivery represents a rapid and non-invasive way to directly reach the lungs while escaping the hepatic first-pass effect. The development of pulmonary drugs for respiratory diseases such as cystic fibrosis, lung infections, pulmonary fibrosis or lung cancer requires an enhanced understanding of the relationships between the natural physiology of the respiratory system and the pathophysiology of these conditions. This knowledge is crucial to better predict and thereby control drug deposition. Moreover, aerosol administration faces several challenges, including the pulmonary tract, immune system, mucociliary clearance, the presence of fluid on the airway surfaces, and, in some cases, bacterial colonisation. Each of them directly influences on the bioavailability of the active molecule. In addition to these challenges, particle size and the device used to administer the treatment are critical factors that can significantly impact the biodistribution of the drugs. Nanoparticles are very promising in the development of new formulations for aerosol drug delivery, as they can be fine-tuned to reach the entire pulmonary tract and overcome the difficulties encountered along the way. However, to properly assess drug delivery, preclinical studies need to be more thorough to efficiently enhance drug delivery.","Aerosols, Humans, Administration, Inhalation, Drug Delivery Systems, Lung Diseases, Animals, Nanoparticles, Lung, Particle Size",2025,Journal of controlled release : official journal of the Controlled Release Society
30781735,High Sensitive Immunoelectrochemical Measurement of Lung Cancer Tumor Marker ProGRP Based on TiO�?Au Nanocomposite.,"Progastrin-releasing peptide (ProGRP), which is known to be highly specific and sensitive to small cell lung cancer (SCLC), has been proven to be a valuable substitute for neuron-specific enolase in SCLC diagnostics and monitoring, especially in its early stages. The detection of ProGRP levels also facilitates a selection of therapeutic treatments. For the fabrication of our proposed biosensor, titanium (IV) oxide microparticles were first used, followed by dispersing gold nanoparticles into chitosan and immobilizing them onto a carbon paste electrode (CPE) surface. The developed immunosensor exhibits a much higher biosensing performance in comparison with current methods, when it comes to the detection of ProGRP. Therefore, the proposed CPE/TiO�?(CS+AuNPs)/anti-ProGRP/BSA/ProGRP is excellent for the development of a compact diagnostics apparatus.","Biomarkers, Tumor, Biosensing Techniques, Gold, Humans, Nanocomposites, Peptide Fragments, Phosphopyruvate Hydratase, Recombinant Proteins, Small Cell Lung Carcinoma, Titanium",2019,"Molecules (Basel, Switzerland)"
34790250,Correlation between Imaging Features and Pathological Stages of Primary Lung Tumors Based on Nanocontrast Agents.,"As one of the conventional methods of lung cancer detection, computed tomography (CT) usually requires the use of contrast agents to enhance the imaging effect. Conventional iodine contrast agents have poor signal-to-noise ratio and are prone to adverse reactions. It is necessary to find more effective and safe contrast agents for CT scans. The gold nanoparticles with secondary electron effect and photoelectric absorption effect can prolong the display time of the patient's blood circulation after being injected into the patient's body, which makes the nanocontrast agent a research hotspot in the field of CT imaging. In this study, ultrasmall gold nanoclusters with a diameter of about 5 nm were used as the contrast agent in CT scans. It was found that CT scans based on nanocontrast agents can obtain high-quality lung cancer imaging images, and the patient has no obvious adverse reactions. When observing the CT image, it was found that the stage of lung cancer patients can be clearly distinguished through the CT scan image. When analyzing the consistency of CT imaging and pathological classification, the Kappa value was 0.810, indicating that the two have a high degree of consistency. Therefore, this study believes that the imaging characteristics of primary lung tumors based on nanocontrast agents are highly correlated with their pathological types.","Computational Biology, Contrast Media, Gold, Humans, Lung Neoplasms, Metal Nanoparticles, Nanotechnology, Neoplasm Staging, Particle Size, Tomography, X-Ray Computed",2021,Computational and mathematical methods in medicine
28319815,Shape-dependent enzyme-like activity of Co<sub>3</sub>O<sub>4</sub> nanoparticles and their conjugation with his-tagged EGFR single-domain antibody.,"In this study, Co<sub>3</sub>O<sub>4</sub> nanopolyhedrons, nanocubes, nanoplates and nanorods were synthesized and characterized. Furthermore, the peroxidase- and catalase-like activities of these Co<sub>3</sub>O<sub>4</sub> nanoparticles (NPs) were studied and influence of the exposed crystal planes was explored. According to their morphology and peroxidase-like activity, dimercaptosuccinic acid (DMSA) modified Co<sub>3</sub>O<sub>4</sub> nanopolyhedrons synthesized via coprecipitation method (Co<sub>3</sub>O<sub>4</sub> NHs) were selected as a proper candidate for the immunohistochemical (IHC) detection of epidermal growth factor receptor (EGFR) expression in non-small cell lung cancer (NSCLC) tissues. Bivalent cobalt ions were coupled to the carboxyls on the surface of the obtained Co<sub>3</sub>O<sub>4</sub> NHs so as to chelate the hexahistidine residues (His-Tags) at the C-terminal of EGFR single-domain antibodies (EGFR sdAbs). Finally, the as-obtained EGFR sdAbs-binding Co<sub>3</sub>O<sub>4</sub> NHs (Co<sub>3</sub>O<sub>4</sub> nanoprobes) were successfully applied to the detection of EGFR expression in NSCLC tissues.","Carcinoma, Non-Small-Cell Lung, Cobalt, ErbB Receptors, Humans, Immunohistochemistry, Lung Neoplasms, Metal Nanoparticles, Nanoconjugates, Oxides, Particle Size, Single-Domain Antibodies",2017,"Colloids and surfaces. B, Biointerfaces"
33216662,Organ-specific toxicity of magnetic iron oxide-based nanoparticles.,"The unique properties of magnetic iron oxide nanoparticles determined their widespread use in medical applications, the food industry, textile industry, which in turn led to environmental pollution. These factors determine the long-term nature of the effect of iron oxide nanoparticles on the body. However, studies in the field of chronic nanotoxicology of magnetic iron particles are insufficient and scattered. Studies show that toxicity may be increased depending on oral and inhalation routes of administration rather than injection. The sensory nerve pathway can produce a number of specific effects not seen with other routes of administration. Organ systems showing potential toxic effects when injected with iron oxide nanoparticles include the nervous system, heart and lungs, the thyroid gland, and organs of the mononuclear phagocytic system (MPS). A special place is occupied by the reproductive system and the effect of nanoparticles on the health of the first and second generations of individuals exposed to the toxic effects of iron oxide nanoparticles. This knowledge should be taken into account for subsequent studies of the toxicity of iron oxide nanoparticles. Particular attention should be paid to tests conducted on animals with pathologies representing human chronic socially significant diseases. This part of preclinical studies is almost in its infancy but of great importance for further medical translation on nanomaterials to practice.","Animals, Biomedical Engineering, Cells, Cultured, Ferric Compounds, Humans, Magnetic Phenomena, Nanoparticles, Organ Specificity, Oxidative Stress, Particle Size, Surface Properties, Toxicity Tests, Transcriptome",2021,Nanotoxicology
37009262,Nanoparticles advanced from preclinical studies to clinical trials for lung cancer therapy.,"Lung cancer is the leading cause of cancer mortality. As a heterogeneous disease, it has different subtypes and various treatment modalities. In addition to conventional surgery, radiotherapy and chemotherapy, targeted therapy and immunotherapy have also been applied in the clinics. However, drug resistance and systemic toxicity still cannot be avoided. Based on the unique properties of nanoparticles, it provides a new idea for lung cancer therapy, especially for targeted immunotherapy. When nanoparticles are used as carriers of drugs with special physical properties, the nanodrug delivery system ensures the accuracy of targeting and the stability of drugs while increasing the permeability and the aggregation of drugs in tumor tissues, showing good anti-tumor effects. This review introduces the properties of various nanoparticles including polymer nanoparticles, liposome nanoparticles, quantum dots, dendrimers, and gold nanoparticles and their applications in tumor tissues. In addition, the specific application of nanoparticle-based drug delivery for lung cancer therapy in preclinical studies and clinical trials is discussed.",,2023,Cancer nanotechnology
36416029,The potential for nanomaterial toxicity affecting the male reproductive system.,"With the development of nanotechnology, nanomaterials offer great advantages in a wide variety of industrial and consumer products, and show promise for biomedical applications. However, with these new products, nanomaterial pollutants may enter the human body to cause adverse health effects, including hazards to the male reproductive system. Nanomaterials can enter the body through inhalation, oral exposure, or intravenous injection, and reach the testis via the blood, penetrate the Sertoli cell barrier, and directly or indirectly elicit toxicopathological changes to the testicles. These may then trigger hormone disorders, inhibit spermatogenic cell proliferation, and induce apoptosis, ultimately leading to a decrease in sperm motility and number, ultimately diminishing male reproductive capacity. This review will discuss the toxicological effects of nanomaterials on the male reproductive system, including inflammation, the impact on the hypothalamic-pituitary-gonadal axis (HPG axis), lipid peroxidation, and free ion release relevant to germ cells, Sertoli cell tight junctions, and the gonadal endocrine system. This article is categorized under: Toxicology and Regulatory Issues in Nanomedicine > Toxicology of Nanomaterials.","Male, Humans, Sperm Motility, Genitalia, Male, Nanostructures, Nanomedicine",2022,Wiley interdisciplinary reviews. Nanomedicine and nanobiotechnology
25919205,Ultrasmall [(64)Cu]Cu nanoclusters for targeting orthotopic lung tumors using accurate positron emission tomography imaging.,"Positron emission tomography (PET) imaging has received special attention owing to its higher sensitivity, temporal resolution, and unlimited tissue penetration. The development of tracers that target specific molecules is therefore essential for the development and utility of clinically relevant PET procedures. However, (64)Cu as a PET imaging agent generally has been introduced into biomaterials through macrocyclic chelators, which may lead to the misinterpretation of PET imaging results due to the detachment and transchelation of (64)Cu. In this study, we have developed ultrasmall chelator-free radioactive [(64)Cu]Cu nanoclusters using bovine serum albumin (BSA) as a scaffold for PET imaging in an orthotopic lung cancer model. We preconjugated the tumor target peptide luteinizing hormone releasing hormone (LHRH) to BSA molecules to prepare [(64)Cu]CuNC@BSA-LHRH. The prepared [(64)Cu]Cu nanoclusters showed high radiolabeling stability, ultrasmall size, and rapid deposition and diffusion into tumor, as well as predominantly renal clearance. [(64)Cu]CuNC@BSA-LHRH showed 4 times higher tumor uptake compared with that of [(64)Cu]CuNC@BSA by analyzing the (64)Cu radioactivity of tissues via gamma counting. The PET imaging using [(64)Cu]Cu nanoclusters as tracers showed more sensitive, accurate, and deep penetration imaging of orthotopic lung cancer in vivo compared with near-infrared fluorescence imaging. The nanoclusters provide biomedical research tools for PET molecular imaging.","Animals, Cattle, Cell Line, Tumor, Chelating Agents, Copper Radioisotopes, Female, Humans, Lung Neoplasms, Metal Nanoparticles, Mice, Mice, Inbred BALB C, Microscopy, Fluorescence, Models, Molecular, Nanomedicine, Particle Size, Positron-Emission Tomography, Protein Conformation, Serum Albumin, Bovine, Tissue Distribution",2015,ACS nano
32386491,Nano-Strategies for Improving the Bioavailability of Inhaled Pharmaceutical Formulations.,"Pulmonary pharmaceutical formulations are targeted for the treatment of respiratory diseases. However, their application is limited due to the physiological characteristics of the lungs, such as branching structure, mucociliary and macrophages, as well as certain properties of the drugs like particle size and solubility. Nano-formulations can ameliorate particle sizes and improve drug solubility to enhance bioavailability in the lungs. The nano-formulations for lungs reviewed in this article can be classified into nanocarriers, no-carrier-added nanosuspensions and polymer-drug conjugates. Compared with conventional inhalation preparations, these novel pulmonary pharmaceutical formulations have their own advantages, such as increasing drug solubility for better absorption and less inflammatory reaction caused by the aggregation of insoluble drugs; prolonging pulmonary retention time and reducing drug clearance; improving the patient compliance by avoiding multiple repeated administrations. This review will provide the reader with some background information for pulmonary drug delivery and give an overview of the existing literature about nano-formulations for pulmonary application to explore nano-strategies for improving the bioavailability of pulmonary pharmaceutical formulations.","Administration, Inhalation, Anti-Infective Agents, Biological Availability, Drug Carriers, Drug Compounding, Humans, Lung Diseases, Nanoparticles, Pharmaceutical Preparations, Polymers",2020,Mini reviews in medicinal chemistry
